アンローリング回数, 2, 4, 8, 16, 32, 64
unrolling 64, 1.2959, 1.2285, 1.2402, 1.4502, 2.0518, 2.6836
アンローリング回数, 2, 4, 8, 16, 32, 64
unrolling 512, 8.1449, 8.1951, 8.6746, 9.4827, 8.1779, 8.4753
アンローリング回数, 2, 4, 8, 16, 32, 64
unrolling 4096, 23.7239, 23.7965, 23.7913, 25.8696, 27.0092, 24.5519
